frame_id,timestamp,action,confidence,depth_left_mean,depth_center_mean,depth_right_mean,depth_overall_max,closest_col,closest_row
0,1777141822.070194,unknown,0.22745831310749054,0.4538019001483917,0.4552319645881653,0.46160662174224854,1.0,1911,1068
1,1777141822.867701,unknown,0.22745752334594727,0.44508644938468933,0.4519045948982239,0.459672749042511,1.0,1911,1068
2,1777141823.203289,unknown,0.2274632453918457,0.4563220739364624,0.4577508270740509,0.46182626485824585,1.0,1911,1068
3,1777141823.4799144,unknown,0.22746595740318298,0.4524768590927124,0.4539077579975128,0.4606202244758606,1.0,1911,1068
4,1777141823.7783704,unknown,0.22747257351875305,0.4500292241573334,0.4553288519382477,0.46091628074645996,1.0,1911,1068
5,1777141824.0784729,unknown,0.22747792303562164,0.44828152656555176,0.4515654742717743,0.4593135118484497,1.0,1911,1068
6,1777141824.361683,unknown,0.2274557203054428,0.46255525946617126,0.46004271507263184,0.4623379707336426,1.0,1911,1068
7,1777141824.856002,unknown,0.2274789959192276,0.44790762662887573,0.4453592598438263,0.4549124240875244,1.0,1911,1068
8,1777141825.9052005,unknown,0.2274598479270935,0.4471111297607422,0.4488692581653595,0.4576803147792816,1.0,1911,1068
9,1777141826.2112777,unknown,0.2274506837129593,0.45955583453178406,0.4575099050998688,0.4615800976753235,1.0,1911,1068
10,1777141826.512262,unknown,0.2274651676416397,0.44159936904907227,0.4446830153465271,0.45605242252349854,1.0,1911,1068
11,1777141826.796228,unknown,0.2274795025587082,0.445148766040802,0.4481915235519409,0.45886287093162537,1.0,1911,1068
12,1777141827.0734527,unknown,0.2274649292230606,0.4436321556568146,0.4496965706348419,0.4586958587169647,1.0,1911,1068
13,1777141827.3853023,unknown,0.2274748980998993,0.4556785225868225,0.4561055600643158,0.460986465215683,1.0,1911,1068
14,1777141827.7841866,unknown,0.2274637371301651,0.46765753626823425,0.45418334007263184,0.45673874020576477,1.0,1911,1068
15,1777141828.677226,unknown,0.22745011746883392,0.44877544045448303,0.453435480594635,0.4605654180049896,1.0,1911,1068
16,1777141829.2699087,unknown,0.22747641801834106,0.45198360085487366,0.4536835849285126,0.4600568115711212,1.0,1911,1068
17,1777141829.631351,unknown,0.2274554967880249,0.4588310718536377,0.4556998014450073,0.46000897884368896,1.0,1911,1068
18,1777141830.3630764,unknown,0.22745628654956818,0.45809146761894226,0.45718416571617126,0.46099141240119934,1.0,1911,1068
19,1777141831.0002577,unknown,0.2274635136127472,0.450346440076828,0.45086154341697693,0.4591754972934723,1.0,1911,1068
20,1777141831.3143675,unknown,0.2274724245071411,0.45279815793037415,0.45310789346694946,0.4597955048084259,1.0,1911,1068
21,1777141831.648322,unknown,0.22746343910694122,0.4348670244216919,0.4363347589969635,0.4523571729660034,1.0,1911,1068
22,1777141832.5075445,unknown,0.2274595946073532,0.4394034743309021,0.4433130621910095,0.45445409417152405,1.0,1911,1068
23,1777141832.992526,unknown,0.22744721174240112,0.44989222288131714,0.4536561965942383,0.45990344882011414,1.0,1911,1068
24,1777141833.2715952,unknown,0.22746458649635315,0.4590035080909729,0.4578034281730652,0.4614323675632477,1.0,1911,1068
25,1777141833.6009736,unknown,0.2274600714445114,0.45845460891723633,0.45736390352249146,0.4620808959007263,1.0,1911,1068
26,1777141833.9097888,unknown,0.22746571898460388,0.45665422081947327,0.45687779784202576,0.4602797031402588,1.0,1911,1068
27,1777141834.1711564,unknown,0.22745360434055328,0.4451586902141571,0.44923537969589233,0.4584083557128906,1.0,1911,1068
28,1777141834.504656,unknown,0.22745323181152344,0.45925775170326233,0.45208144187927246,0.4574599862098694,1.0,1911,1068
29,1777141834.8062859,unknown,0.22744883596897125,0.44705286622047424,0.445919394493103,0.45681166648864746,1.0,1911,1068
30,1777141835.0960312,unknown,0.22747045755386353,0.45700401067733765,0.4512074887752533,0.45970091223716736,1.0,1911,1068
31,1777141835.3784218,unknown,0.22745399177074432,0.4537217915058136,0.4542977809906006,0.4597212076187134,1.0,1911,1068
32,1777141835.6747417,unknown,0.22746793925762177,0.4825460612773895,0.47009631991386414,0.4646880328655243,1.0,1911,1068
33,1777141836.5088634,unknown,0.2274525910615921,0.44194066524505615,0.44985395669937134,0.45904579758644104,1.0,1911,1068
34,1777141837.001132,unknown,0.227467343211174,0.44969236850738525,0.4538165330886841,0.4602554142475128,1.0,1911,1068
35,1777141837.3025634,unknown,0.22745372354984283,0.46317797899246216,0.4493559002876282,0.457217812538147,1.0,1911,1068
36,1777141837.5992882,unknown,0.22746282815933228,0.4499606490135193,0.452655166387558,0.4594287574291229,1.0,1911,1068
37,1777141837.8889534,unknown,0.22746127843856812,0.4554370641708374,0.4534607529640198,0.4593893885612488,1.0,1911,1068
38,1777141838.2155354,unknown,0.22747035324573517,0.4498971104621887,0.44303733110427856,0.45508602261543274,1.0,1911,1068
39,1777141838.5338762,unknown,0.22747407853603363,0.47127601504325867,0.46431148052215576,0.460873007774353,1.0,1911,1068
40,1777141838.9767444,unknown,0.2274571806192398,0.4522389769554138,0.4562954306602478,0.4619207978248596,1.0,1911,1068
41,1777141839.6426094,unknown,0.2274717539548874,0.4567975401878357,0.4552213251590729,0.45963793992996216,1.0,1911,1068
42,1777141840.1377237,unknown,0.22746120393276215,0.45258620381355286,0.4479256570339203,0.4577482342720032,1.0,1911,1068
43,1777141840.4466887,unknown,0.22746482491493225,0.44910213351249695,0.44799280166625977,0.457821249961853,1.0,1911,1068
44,1777141840.7425485,unknown,0.22746241092681885,0.4474993646144867,0.4519612193107605,0.4604697525501251,1.0,1911,1068
45,1777141841.3902857,unknown,0.22745700180530548,0.4461718201637268,0.4500955045223236,0.45925137400627136,1.0,1911,1068
46,1777141842.0318558,unknown,0.22746869921684265,0.4475860297679901,0.4450894892215729,0.45351845026016235,1.0,1911,1068
47,1777141842.3274329,unknown,0.22744837403297424,0.46229439973831177,0.4581185579299927,0.46119216084480286,1.0,1911,1068
48,1777141842.6433115,unknown,0.22745579481124878,0.44681960344314575,0.4519415497779846,0.4597800374031067,1.0,1911,1068
49,1777141842.8873258,unknown,0.22745440900325775,0.44831037521362305,0.44518715143203735,0.45465487241744995,1.0,1911,1068
50,1777141843.1779149,unknown,0.22745048999786377,0.45330318808555603,0.4519396424293518,0.4585837125778198,1.0,1911,1068
51,1777141843.4557092,unknown,0.22745254635810852,0.44123685359954834,0.44260361790657043,0.45379799604415894,1.0,1911,1068
52,1777141843.740226,unknown,0.22746315598487854,0.44341030716896057,0.4464358687400818,0.45640838146209717,1.0,1911,1068
53,1777141844.1992557,unknown,0.22746185958385468,0.4586218297481537,0.4554743766784668,0.46010664105415344,1.0,1911,1068
54,1777141845.323685,caution_slow_down,0.2112574577331543,0.6240548491477966,0.6680389046669006,0.5943915247917175,1.0,8,1066
55,1777141846.1481423,caution_slow_down,0.2085186392068863,0.6209678649902344,0.6805724501609802,0.610344409942627,1.0,8,1066
56,1777141846.3963716,caution_slow_down,0.21030841767787933,0.6055362820625305,0.6387753486633301,0.5669921040534973,1.0,8,1066
57,1777141846.6883895,caution_slow_down,0.21046195924282074,0.6131801605224609,0.6568930149078369,0.6074382662773132,1.0,8,1066
58,1777141846.9803772,caution_slow_down,0.20859412848949432,0.5808302760124207,0.6095216870307922,0.5652854442596436,1.0,8,1066
59,1777141847.2462058,caution_slow_down,0.20850737392902374,0.6048778891563416,0.6412627100944519,0.6017162799835205,1.0,8,1066
60,1777141847.557634,caution_slow_down,0.20947396755218506,0.6244282722473145,0.6860435605049133,0.6297568082809448,1.0,8,1066
61,1777141847.8669384,caution_slow_down,0.20956788957118988,0.6523120403289795,0.7191298007965088,0.6581920385360718,1.0,9,1066
62,1777141848.8873844,caution_slow_down,0.20135840773582458,0.6396487951278687,0.7185775637626648,0.6520419120788574,1.0,9,1066
63,1777141849.571949,caution_slow_down,0.204324409365654,0.6366825699806213,0.7172333002090454,0.6552231311798096,1.0,8,1066
64,1777141849.880121,caution_slow_down,0.20417626202106476,0.5742676854133606,0.674287736415863,0.6263900995254517,1.0,1918,1040
65,1777141850.863456,caution_slow_down,0.20460446178913116,0.5541502833366394,0.653542697429657,0.6242138743400574,1.0,1918,1040
66,1777141851.852114,caution_slow_down,0.20376119017601013,0.5920624732971191,0.6883448958396912,0.62907475233078,1.0,8,1066
67,1777141852.7086663,caution_slow_down,0.20394660532474518,0.5733513832092285,0.6557639241218567,0.6241329312324524,1.0,1918,1040
68,1777141854.4868426,caution_slow_down,0.20460176467895508,0.5921013355255127,0.6889968514442444,0.6318508386611938,1.0,1918,1040
69,1777141855.5883553,caution_slow_down,0.204342782497406,0.5965611934661865,0.675972580909729,0.6204044222831726,1.0,8,1066
70,1777141856.2941349,caution_slow_down,0.20316411554813385,0.5816597938537598,0.6769624352455139,0.6323077082633972,1.0,1918,1040
71,1777141856.585986,move_forward,0.2208913266658783,0.3486180007457733,0.4104483425617218,0.5059699416160583,1.0,1910,1070
72,1777141856.8820963,move_forward,0.2224096804857254,0.3820379376411438,0.42147016525268555,0.5196034908294678,1.0,1910,1070
73,1777141857.1408784,move_forward,0.22305993735790253,0.365178644657135,0.43067270517349243,0.5241059064865112,1.0,1910,1070
74,1777141857.8491614,move_forward,0.2216489613056183,0.3553439676761627,0.41041573882102966,0.5052019357681274,1.0,1909,1078
75,1777141858.450901,move_forward,0.22221849858760834,0.3269462585449219,0.41536006331443787,0.5335433483123779,1.0,1909,1078
76,1777141858.734823,move_forward,0.2254161536693573,0.3120439946651459,0.39035916328430176,0.4978950023651123,1.0,1909,1078
77,1777141859.0204582,move_forward,0.22175118327140808,0.25186797976493835,0.3404933214187622,0.4741552174091339,1.0,1909,1078
78,1777141859.3054354,move_forward,0.22069339454174042,0.2407020628452301,0.3418823480606079,0.48351821303367615,1.0,1909,1078
79,1777141859.619797,move_forward,0.22019733488559723,0.2728905975818634,0.33928683400154114,0.48181766271591187,1.0,1909,1078
80,1777141859.8679638,move_forward,0.22167974710464478,0.25868919491767883,0.3381342589855194,0.4803035259246826,1.0,1909,1078
81,1777141860.1780577,move_forward,0.21935653686523438,0.2666894197463989,0.33535149693489075,0.4602070450782776,1.0,1909,1078
82,1777141861.2008836,move_forward,0.21966244280338287,0.2680372893810272,0.34601324796676636,0.4733353555202484,1.0,1910,1070
83,1777141862.3679645,move_forward,0.2550642490386963,0.2762327790260315,0.22657038271427155,0.7113239765167236,1.0,538,1067
84,1777141863.7456226,move_forward,0.2550335228443146,0.2264571636915207,0.2415810525417328,0.7881909012794495,1.0,1522,1078
85,1777141864.785683,move_forward,0.2541426122188568,0.20440511405467987,0.23925571143627167,0.7900497913360596,1.0,1689,1
86,1777141865.0808375,move_forward,0.2566685676574707,0.30510979890823364,0.2593593895435333,0.7786186337471008,1.0,1911,1068
87,1777141865.3329186,move_forward,0.25727391242980957,0.25942760705947876,0.23645326495170593,0.7975112795829773,1.0,1700,1
88,1777141865.628272,move_forward,0.21113905310630798,0.31041190028190613,0.1407143771648407,0.45356351137161255,1.0,1918,456
89,1777141865.9151652,move_forward,0.21147115528583527,0.324614554643631,0.1713818460702896,0.48671066761016846,1.0,1918,440
90,1777141866.2211301,move_forward,0.21043628454208374,0.39170247316360474,0.17567285895347595,0.47052380442619324,1.0,1918,470
91,1777141866.6026819,move_forward,0.2112823873758316,0.26912161707878113,0.13574156165122986,0.46333301067352295,1.0,1918,453
92,1777141867.6075363,move_forward,0.21134500205516815,0.30662161111831665,0.1686745434999466,0.4541008174419403,1.0,1918,693
93,1777141868.0678704,move_forward,0.20553356409072876,0.2279583364725113,0.11105682700872421,0.4010268449783325,1.0,1911,1067
94,1777141868.3945656,move_forward,0.20784054696559906,0.2879176735877991,0.15544648468494415,0.4176635146141052,1.0,1911,1067
95,1777141868.7326627,move_forward,0.2085046023130417,0.23530054092407227,0.13461624085903168,0.4149528741836548,1.0,1910,1068
96,1777141869.0488603,move_forward,0.2079916000366211,0.2477940171957016,0.13774484395980835,0.40796685218811035,1.0,1911,1067
97,1777141869.3365521,move_forward,0.20642748475074768,0.2526122033596039,0.11329986900091171,0.4096636176109314,1.0,1911,1067
98,1777141869.6445646,move_forward,0.20730061829090118,0.23391841351985931,0.11251498758792877,0.40463003516197205,1.0,1911,1067
99,1777141869.9157298,move_forward,0.2053796350955963,0.23564961552619934,0.10931317508220673,0.38541850447654724,1.0,1918,1064
100,1777141870.2092392,move_forward,0.20407994091510773,0.23325617611408234,0.11437594890594482,0.37817803025245667,1.0,1910,1068
101,1777141870.5996125,caution_slow_down,0.2060972899198532,0.18781344592571259,0.08306679874658585,0.33312562108039856,1.0,1911,1067
102,1777141871.3570554,caution_slow_down,0.2138223648071289,0.2013355940580368,0.09312731772661209,0.35069739818573,1.0,1911,1067
103,1777141871.8879848,caution_slow_down,0.21583960950374603,0.2045150101184845,0.0848313570022583,0.35914963483810425,1.0,1918,1063
104,1777141872.1580076,caution_slow_down,0.21486733853816986,0.25159281492233276,0.10482826828956604,0.38178378343582153,1.0,1911,1067
105,1777141872.4099307,caution_slow_down,0.21462078392505646,0.24559101462364197,0.11648654192686081,0.36706992983818054,1.0,1911,1067
106,1777141873.0652857,caution_slow_down,0.21449193358421326,0.20984481275081635,0.1062602698802948,0.36973845958709717,1.0,1918,1063
107,1777141874.4549174,caution_slow_down,0.20871466398239136,0.20716527104377747,0.10289327800273895,0.37196022272109985,1.0,1918,1044
108,1777141875.0776393,move_forward,0.2072485238313675,0.15973001718521118,0.10095076262950897,0.6616262197494507,1.0,1918,981
109,1777141875.6867187,move_forward,0.20570151507854462,0.14955037832260132,0.10649775713682175,0.6521557569503784,1.0,1918,988
110,1777141876.7636588,move_forward,0.2054893970489502,0.14985309541225433,0.08799032121896744,0.652692437171936,1.0,1918,982
111,1777141877.085206,move_forward,0.20489290356636047,0.1351216584444046,0.08353742957115173,0.6316935420036316,1.0,1918,989
112,1777141877.4021075,move_forward,0.20677047967910767,0.11741527915000916,0.08973542600870132,0.6442975997924805,1.0,1918,989
113,1777141877.7007985,move_forward,0.20778121054172516,0.14944791793823242,0.08856996148824692,0.6226280331611633,1.0,1918,1044
114,1777141878.0052223,move_forward,0.20746614038944244,0.15463711321353912,0.09810062497854233,0.6694560647010803,1.0,1918,989
115,1777141878.3142061,move_forward,0.217688649892807,0.15264014899730682,0.25244835019111633,0.8380371928215027,1.0,1613,1078
116,1777141878.6655588,move_forward,0.21452026069164276,0.1941859871149063,0.2936171293258667,0.8296226263046265,1.0,1605,1078
117,1777141878.966402,move_forward,0.2147071361541748,0.165377676486969,0.26016587018966675,0.824396014213562,1.0,1547,1
118,1777141879.2753756,move_forward,0.21458257734775543,0.2063484638929367,0.2841314375400543,0.8263520002365112,1.0,1534,1
